Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback,Severe_Delay_Probability
PK2026_0023,2026-09-23,September,Wednesday,Lahore,Karachi,Domestic,Boeing 777,-0.4310813779042325,1.7851214068174583,1.5881372824320654,0.4238537808802984,1.487242582045802,2.570251445213423,0.4432151987621291,Severe,Delayed,Storm,-0.9776232602954824,-0.9776232602954826,0.1174388014309429,Poor service,0.86
PK2026_0024,2026-11-11,November,Wednesday,Doha,Kuala Lumpur,International,Airbus A320,-0.2431039072094302,0.3650464591381014,-0.0954442158200265,1.3837221328273448,-0.3738384971057141,0.0061028540544062,-1.1303512412060177,Moderate,Delayed,Rain,-0.3758132925188981,-0.3758132925188984,-0.023840959688988,Poor service,0.2
PK2026_0025,2026-07-30,July,Thursday,Islamabad,London,International,Airbus A320,-1.5507732685645768,-0.0211142722483903,-0.0954442158200265,0.1896043202607308,-0.8747989549526355,-0.5584446565873007,1.3382713389274972,Severe,Delayed,Fog,1.5700561410269855,1.570056141026985,-0.023840959688988,Average flight,0.92
PK2026_0026,2026-10-03,October,Saturday,Dubai,Doha,International,Boeing 737,-1.5507732685645768,-0.2827070257682719,-0.2935126273790962,-0.0411799116514468,-0.7320382027164662,-0.5950730155126297,1.5115080112175685,Severe,Delayed,Storm,-1.1334951387419048,-1.133495138741905,-0.447680243048783,Excellent service,0.88
PK2026_0027,2026-01-04,January,Sunday,Dubai,Karachi,International,ATR 72,1.5716959783462587,-1.216966859767849,-1.1848204793949098,-0.7834319007743967,-1.526307115157699,-1.1123579357915825,-1.4046426389986306,Minor,Delayed,Clear,-0.3184194087995531,-0.3184194087995535,0.965117368150533,Poor service,0.25
PK2026_0028,2026-08-03,August,Monday,Jeddah,Islamabad,International,Boeing 777,-1.1911641941919116,2.158825340417289,1.5881372824320654,1.216005063389666,0.9810908241175652,2.570251445213423,-0.653950392408322,Moderate,Delayed,Storm,0.9481686365895872,0.9481686365895868,1.671516173750191,Delayed but comfortable,0.14
PK2026_0029,2026-09-24,September,Thursday,Doha,Kuala Lumpur,International,ATR 72,-1.1502995266495633,-1.0425716907545943,-1.1848204793949098,0.6026595821816262,-0.2206951447069144,-0.8310946999477341,0.9340524369173308,Severe,Delayed,Storm,1.5526624910149178,1.5526624910149176,-0.023840959688988,Poor service,0.8
PK2026_0030,2026-01-02,January,Friday,Dubai,Kuala Lumpur,International,Airbus A320,-0.8152092528023068,0.4024168524980845,-0.0954442158200265,1.4987677259126946,-0.3452863466584803,0.0523133153146314,-0.62507761369331,Moderate,Delayed,Rain,1.042517574933978,1.0425175749339777,1.5302364126302583,Very smooth journey,0.48
PK2026_0031,2026-08-23,August,Sunday,Jeddah,Islamabad,International,Boeing 777,1.2852346588743973,2.158825340417289,1.5881372824320654,1.4987677259126946,0.4515782158234101,2.570251445213423,0.6308882604097062,Severe,Delayed,Clear,0.907910336858392,0.9079103368583916,-0.447680243048783,Average flight,0.69
PK2026_0032,2026-09-03,September,Thursday,London,Jeddah,International,Airbus A320,-0.4147355108872932,0.2155648856981691,-0.0954442158200265,0.9214606232615112,0.9395604234670434,0.8752922658520872,-1.5923157006462076,Minor,On Time,Fog,0.3746427050344068,0.3746427050344065,0.1174388014309429,Very smooth journey,0.56
PK2026_0033,2026-04-05,April,Sunday,Dubai,Karachi,International,ATR 72,1.1299489222134735,-1.1173124774745606,-1.1848204793949098,0.0080263359934915,0.2075871120015935,-0.777988929315003,1.1072891092074022,Severe,Delayed,Clear,1.140789116841921,1.1407891168419209,-0.1651207208089197,Excellent service,0.75
PK2026_0034,2026-02-21,February,Saturday,London,Islamabad,International,Airbus A320,1.5716959783462587,0.2529352790581522,-0.0954442158200265,1.0371992620883392,-1.596519448757488,-1.019217761172793,1.583689958005098,Severe,Delayed,Fog,0.208654638450402,0.2086546384504017,-0.023840959688988,Delayed but comfortable,0.37
PK2026_0035,2026-01-11,January,Sunday,Karachi,Lahore,Domestic,Boeing 777,-0.8397280533277158,2.059170958124001,1.5881372824320654,0.859779552269968,1.5943131462229283,2.570251445213423,1.15059827727992,Severe,Delayed,Rain,-0.1683282092888922,-0.1683282092888925,0.5412780847907374,Good experience,0.89
PK2026_0036,2026-11-11,November,Wednesday,Karachi,Kuala Lumpur,International,Boeing 737,1.5716959783462587,0.165737694551525,-0.2935126273790962,1.4987677259126946,1.134234176516365,0.9592248247656942,-0.2641678797556617,Moderate,Delayed,Rain,0.352552253387033,0.3525522533870327,0.8238376070306006,Good experience,0.11
PK2026_0037,2026-05-23,May,Saturday,Dubai,Lahore,International,Boeing 777,0.4924601085528396,1.7851214068174583,1.5881372824320654,0.4238537808802984,-1.0409205575547231,0.0186332955692705,-0.6972595604808397,Moderate,Delayed,Storm,-0.3287420497562699,-0.3287420497562702,-1.577918332008235,Poor service,0.24
PK2026_0038,2026-08-31,August,Monday,Lahore,Islamabad,Domestic,Boeing 777,0.2963097043495677,1.149824719697746,1.5881372824320654,-0.5859138644531638,-1.2563595109293062,-0.4539569426649648,0.2699785264720579,Severe,Delayed,Storm,1.148221418330757,1.1482214183307569,-1.2953588097683724,Good experience,0.8
PK2026_0039,2026-05-27,May,Wednesday,Kuala Lumpur,London,International,Boeing 737,-0.0632993700230976,-0.5442997792881534,-0.2935126273790962,-0.9504559244705978,1.5313686327369815,0.3024109416411963,-0.0909312074655904,Moderate,Delayed,Rain,0.3977654207774522,0.3977654207774519,-1.2953588097683724,Very smooth journey,0.25
PK2026_0040,2026-02-03,February,Tuesday,Kuala Lumpur,London,International,Boeing 777,-0.0060888354638099,2.096541351483984,1.5881372824320654,0.919381486037077,1.5943131462229283,2.570251445213423,-0.7694415072683695,Moderate,Delayed,Fog,0.6841154809167738,0.6841154809167734,-0.3064004819288514,Good experience,0.64
PK2026_0041,2026-12-24,December,Thursday,London,Doha,International,Boeing 777,-1.174818327174972,2.158825340417289,1.5881372824320654,1.335208930923884,-1.596519448757488,-0.7983657573572016,-0.3796589946157092,Moderate,Delayed,Clear,0.6746186512365944,0.6746186512365941,0.6825578459106696,Excellent service,0.21
PK2026_0042,2026-11-16,November,Monday,Dubai,Kuala Lumpur,International,ATR 72,-1.1993371277003813,-0.9802877018212892,-1.1848204793949098,1.0974942415969264,-0.0052561913323316,-0.725560801155087,0.3999060306896113,Severe,Delayed,Fog,-0.6989119544641311,-0.6989119544641315,0.3999983236708063,Excellent service,0.6
PK2026_0043,2026-03-22,March,Sunday,Jeddah,Islamabad,International,Boeing 737,1.5716959783462587,-0.5816701726481365,-0.2935126273790962,-1.080748523868464,-0.098699592796006,-0.4638243681463095,1.4826352325025565,Severe,Delayed,Storm,-0.0213338020652462,-0.0213338020652465,0.1174388014309429,Good experience,0.79
PK2026_0044,2026-01-01,January,Thursday,Dubai,Kuala Lumpur,International,ATR 72,0.5660165101290666,-1.216966859767849,-1.1848204793949098,-0.7834319007743967,-1.201850860075496,-1.1123579357915825,-1.0004237369884643,Moderate,Delayed,Rain,0.8581552074470176,0.8581552074470172,0.5412780847907374,Very smooth journey,0.17
PK2026_0045,2026-03-26,March,Thursday,Doha,Dubai,International,Airbus A320,-0.2921415082602482,0.0660833122582368,-0.0954442158200265,0.4591991136956773,0.8305431217594231,0.6359061459817772,-1.520133753858678,Minor,On Time,Storm,-0.0198886323313059,-0.0198886323313062,0.3999983236708063,Delayed but comfortable,0.23
PK2026_0046,2026-01-22,January,Thursday,Karachi,Islamabad,Domestic,Boeing 777,0.8602421164339746,0.651552808231305,1.5881372824320654,-1.378065146962531,1.2224862778987244,1.610653233500976,-1.318024302853595,Minor,Delayed,Rain,1.5700561410269855,1.570056141026985,-1.577918332008235,Average flight,0.16
PK2026_0047,2026-05-02,May,Saturday,Doha,Lahore,International,Airbus A320,1.1299489222134735,-0.4446453969948652,-0.0954442158200265,-1.119559085391233,0.1426958609851529,-0.2461346958705225,-0.7405687285533575,Moderate,Delayed,Fog,1.1378987773740403,1.13789877737404,-1.0127992875285092,Excellent service,0.17
PK2026_0048,2026-07-05,July,Sunday,Islamabad,London,International,Boeing 777,1.3097534593998064,1.8349485979641025,1.5881372824320654,0.5035540411502701,-0.4153688977562361,0.8683969564795813,-1.54900653257369,Minor,On Time,Clear,1.5394495105903203,1.53944951059032,-1.2953588097683724,Poor service,0.21
PK2026_0049,2026-05-25,May,Monday,Karachi,Doha,International,Boeing 777,-0.3983896438703539,1.598269440017543,1.5881372824320654,0.1272302035277104,1.3055470791997683,2.570251445213423,-0.4518409414032389,Moderate,Delayed,Storm,-1.532155532490304,-1.5321555324903045,-0.447680243048783,Poor service,0.15
PK2026_0050,2026-08-23,August,Sunday,Lahore,Jeddah,International,Boeing 777,0.7621669143323386,1.137367921911085,1.5881372824320654,-0.6053191452145482,0.0492524595214784,0.9416061204724978,-0.1053675968230964,Moderate,Delayed,Storm,0.9442460330260348,0.9442460330260346,-0.3064004819288514,Poor service,0.76
PK2026_0051,2026-05-24,May,Sunday,Doha,Kuala Lumpur,International,ATR 72,0.9828361190610196,-1.0425716907545943,-1.1848204793949098,0.6026595821816262,0.6696128192386505,-0.5905078451694533,-0.4951501094757566,Moderate,Delayed,Fog,-1.553007267222872,-1.553007267222872,-0.023840959688988,Excellent service,0.21
PK2026_0052,2026-11-10,November,Tuesday,Dubai,London,International,Boeing 737,-0.4229084443957629,-0.5442997792881534,-0.2935126273790962,-0.9504559244705978,1.5943131462229283,0.4318763193422132,-0.0909312074655904,Moderate,Delayed,Storm,0.8238840394707181,0.8238840394707178,-0.5889600041687147,Excellent service,0.14
PK2026_0053,2026-05-03,May,Sunday,Islamabad,Lahore,Domestic,ATR 72,1.3260993264167455,-1.092398881901239,-1.1848204793949098,0.2062374180562027,0.480130366270644,-0.6884569036523438,-0.0476220393930726,Moderate,Delayed,Storm,-1.3141413554844472,-1.3141413554844474,-1.0127992875285092,Very smooth journey,0.15
PK2026_0054,2026-03-14,March,Saturday,London,Doha,International,Boeing 777,0.6640917122307026,1.4363310687909496,1.5881372824320654,-0.1305828123021107,-0.2103125445442838,0.8679927486887792,-0.7116959498383457,Moderate,Delayed,Clear,-0.4990656255420956,-0.4990656255420959,-1.4366385708883036,Excellent service,0.2
PK2026_0055,2026-04-14,April,Tuesday,Dubai,Jeddah,International,Airbus A320,1.5716959783462587,-0.344991014701577,-0.0954442158200265,-0.8111537304335176,0.2828609631806646,-0.0911804504201044,1.0495435517773783,Severe,Delayed,Fog,0.5071854149186493,0.5071854149186491,-1.577918332008235,Delayed but comfortable,0.44
PK2026_0056,2026-10-10,October,Saturday,Dubai,Lahore,International,Boeing 737,1.2688887918574578,-0.5816701726481365,-0.2935126273790962,-1.080748523868464,0.4463869157420949,-0.224152925129551,0.0967418541819866,Severe,Delayed,Storm,1.387293782888316,1.3872937828883158,-0.1651207208089197,Delayed but comfortable,0.7
PK2026_0057,2026-02-27,February,Friday,Karachi,Jeddah,International,Boeing 777,-1.2156829947173204,1.7352942156708144,1.5881372824320654,0.344846566351805,1.5806859835094764,2.570251445213423,0.4865243668346469,Severe,Delayed,Fog,0.8255356620237927,0.8255356620237924,1.671516173750191,Poor service,0.85
PK2026_0058,2026-12-12,December,Saturday,Jeddah,Kuala Lumpur,International,ATR 72,1.5716959783462587,-1.092398881901239,-1.1848204793949098,0.2062374180562027,-0.6905078020659443,-0.9833502639713269,-1.5923157006462076,Minor,On Time,Rain,0.8181033605349567,0.8181033605349564,0.3999983236708063,Good experience,0.15
PK2026_0059,2026-06-01,June,Monday,Kuala Lumpur,Lahore,International,Boeing 737,-0.1450287051077942,-0.6688677571547638,-0.2935126273790962,-1.3843025586358333,-1.596519448757488,-1.1123579357915825,1.15059827727992,Severe,Delayed,Clear,-0.7629123283957747,-0.762912328395775,0.6825578459106696,Poor service,0.77
PK2026_0060,2026-03-02,March,Monday,Lahore,Doha,International,Boeing 737,-0.9950137899886397,-0.5816701726481365,-0.2935126273790962,-1.080748523868464,-1.4692028142632314,-1.066426853445588,0.3421604732595875,Severe,Delayed,Fog,-0.3043806170984184,-0.3043806170984187,0.5412780847907374,Average flight,0.84
PK2026_0061,2026-09-20,September,Sunday,London,Islamabad,International,ATR 72,1.5712873316708356,-1.0425716907545943,-1.1848204793949098,0.6026595821816262,1.0745342255812398,-0.4810864185064451,-1.4768245857861602,Minor,Delayed,Storm,-1.0967465369359932,-1.0967465369359934,-0.1651207208089197,Poor service,0.13
PK2026_0062,2026-02-05,February,Thursday,Kuala Lumpur,Lahore,International,Boeing 777,1.342445193433685,0.4397872458580676,1.5881372824320654,-1.6435016659486092,0.2776696630993493,0.583906002541534,-1.5923157006462076,Minor,On Time,Fog,1.381100198314286,1.381100198314286,0.1174388014309429,Average flight,0.16
PK2026_0063,2026-02-17,February,Tuesday,Islamabad,London,International,Boeing 737,0.582362377146006,0.1408240989782029,-0.2935126273790962,1.4315422889893274,-1.596519448757488,-1.0071509697709076,1.583689958005098,Severe,Delayed,Clear,0.8971747902634067,0.8971747902634064,-1.0127992875285092,Delayed but comfortable,0.84
PK2026_0064,2026-12-04,December,Friday,Doha,Islamabad,International,ATR 72,-1.493562734005289,-1.0550284885412555,-1.1848204793949098,0.5035540411502701,-1.596519448757488,-1.1123579357915825,1.554817179290086,Severe,Delayed,Rain,-1.560831829068063,-1.5608318290680634,1.247676890390395,Average flight,0.41
PK2026_0065,2026-04-27,April,Monday,Karachi,Dubai,International,Airbus A320,0.9419714515186712,-0.3076206213415939,-0.0954442158200265,-0.6954150916066896,0.2672870629367188,-0.0672489715117346,0.9773616049898488,Severe,Delayed,Fog,0.4002428546070642,0.4002428546070639,0.6825578459106696,Very smooth journey,0.89
PK2026_0066,2026-09-22,September,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,-1.2565476622596687,0.4896144370047117,1.5881372824320654,-1.635185117050873,-0.4672818985693886,0.0059601924811819,-1.072605683775994,Moderate,Delayed,Clear,1.3047126552345825,1.3047126552345822,-0.7302397652886458,Good experience,0.42
PK2026_0067,2026-08-21,August,Friday,Doha,Islamabad,International,Boeing 777,-1.3137581968189564,0.4522440436447286,1.5881372824320654,-1.6435016659486092,-0.464686248528731,-0.0139529854480377,-0.9571145689159466,Moderate,Delayed,Rain,0.7896128714944186,0.7896128714944183,-0.7302397652886458,Average flight,0.31
PK2026_0068,2026-02-26,February,Thursday,Lahore,Doha,International,Boeing 777,-1.5344274015476371,1.0252567418311358,1.5881372824320654,-0.7834319007743967,0.417834765294861,1.2340266801889268,0.1400510222545044,Severe,Delayed,Clear,0.634773257143668,0.6347732571436676,0.1174388014309429,Poor service,0.65
PK2026_0069,2026-06-21,June,Sunday,London,Dubai,International,Boeing 777,-1.5507732685645768,1.6854670245241703,1.5881372824320654,0.2658393518233127,0.0804002600093699,1.408632557350987,0.9917979943473546,Severe,Delayed,Clear,0.0651699291520397,0.0651699291520395,0.6825578459106696,Average flight,0.86
PK2026_0070,2026-02-03,February,Tuesday,London,Jeddah,International,Boeing 737,-1.3137581968189564,-0.7436085438747299,-0.2935126273790962,-1.6435016659486092,-0.1480169435685009,-0.6000305051821727,-1.0148601263459702,Moderate,Delayed,Storm,1.5700561410269855,1.570056141026985,0.965117368150533,Good experience,0.28
PK2026_0071,2026-03-03,March,Tuesday,Karachi,Dubai,International,Boeing 777,1.3669639939590938,2.158825340417289,1.5881372824320654,1.1765014561254188,-1.0980248584491912,0.1132416955458262,-0.9859873476309584,Moderate,Delayed,Clear,-0.7292605188768783,-0.7292605188768786,-0.447680243048783,Good experience,0.18
PK2026_0072,2026-01-09,January,Friday,Lahore,Dubai,International,Airbus A320,1.5716959783462587,0.2903056724181353,-0.0954442158200265,1.1522448551736888,-1.1213857088151098,-0.608911188115383,-1.5923157006462076,Minor,On Time,Clear,0.049892420536099,0.0498924205360987,0.8238376070306006,Good experience,0.18
PK2026_0073,2026-07-27,July,Monday,Jeddah,Kuala Lumpur,International,Boeing 777,1.195332390281231,0.9878863484711528,1.5881372824320654,-0.8430338345415062,0.0129133589522717,0.788102267683193,-1.4768245857861602,Minor,Delayed,Storm,1.5700561410269855,1.570056141026985,1.5302364126302583,Excellent service,0.68
PK2026_0074,2026-04-02,April,Thursday,Kuala Lumpur,Doha,International,ATR 72,-0.0796452370400369,-0.9553741062479671,-1.1848204793949098,1.2957053236596376,1.1186602762724194,-0.3668858291404241,0.5731427029796825,Severe,Delayed,Clear,1.5700561410269855,1.570056141026985,-0.5889600041687147,Excellent service,0.83
PK2026_0075,2026-03-03,March,Tuesday,Karachi,Lahore,Domestic,Airbus A320,1.3669639939590938,-0.5318429815014925,-0.0954442158200265,-1.388460833084701,1.5495381830215849,0.3272340553822178,-1.0004237369884643,Moderate,Delayed,Clear,-0.1575926626939068,-0.1575926626939071,-0.1651207208089197,Poor service,0.15
PK2026_0076,2026-08-08,August,Saturday,Jeddah,Doha,International,Boeing 777,-0.6762693831583225,1.3865038776443055,1.5881372824320654,-0.2095900268306041,0.4697477661080135,1.625050163932191,0.1833601903270222,Severe,Delayed,Fog,-1.178914758951458,-1.1789147589514586,0.8238376070306006,Poor service,0.88
PK2026_0077,2026-10-03,October,Saturday,Jeddah,Lahore,International,Boeing 777,0.23909916979028,1.7103806200974925,1.5881372824320654,0.3053429590875589,-1.0668770579612996,-0.0429727271347395,-0.7694415072683695,Moderate,Delayed,Storm,0.190073884728312,0.1900738847283117,0.3999983236708063,Very smooth journey,0.58
PK2026_0078,2026-04-27,April,Monday,Jeddah,Islamabad,International,Boeing 777,0.288136770841098,1.1622815174844072,1.5881372824320654,-0.565815537950301,-0.3426906966178227,0.5373745527415543,-1.072605683775994,Moderate,Delayed,Rain,1.5700561410269855,1.570056141026985,-0.5889600041687147,Average flight,0.7
PK2026_0079,2026-10-03,October,Saturday,Lahore,Doha,International,Airbus A320,-1.2075100612088507,-0.4695589925681873,-0.0954442158200265,-1.1964871626952922,-0.5321731495858292,-0.5909714952824322,0.7319429859122478,Severe,Delayed,Storm,-0.9171325842891224,-0.9171325842891228,-0.023840959688988,Delayed but comfortable,0.54
PK2026_0080,2026-09-23,September,Wednesday,Jeddah,Dubai,International,Boeing 777,-1.297412329802017,1.2494791019910343,1.5881372824320654,-0.4272063896546987,-0.7424208028790967,0.1479084578393217,0.9484888262748368,Severe,Delayed,Rain,-0.4074005738464512,-0.4074005738464515,1.247676890390395,Average flight,0.8
PK2026_0081,2026-01-22,January,Thursday,London,Doha,International,Boeing 737,-1.297412329802017,-0.1705958456883226,-0.2935126273790962,0.3483117950591959,1.071938575540582,0.5259972922769195,-1.0870420731335,Moderate,Delayed,Rain,1.516326794847275,1.5163267948472747,0.2587185625508746,Good experience,0.16
PK2026_0082,2026-06-24,June,Wednesday,Jeddah,Kuala Lumpur,International,Boeing 737,0.3208285048749767,0.0660833122582368,-0.2935126273790962,1.1716501359350733,-1.596519448757488,-1.014498040791957,0.905179658202319,Severe,Delayed,Storm,0.1803706022289982,0.1803706022289979,1.106397129270464,Excellent service,0.63
PK2026_0083,2026-03-17,March,Tuesday,Jeddah,Doha,International,Airbus A320,0.0511216990954777,0.4273304480714066,-0.0954442158200265,1.4987677259126946,-0.1116778429992942,0.2575082114688602,0.7463793752697537,Severe,Delayed,Rain,0.274719540573389,0.2747195405733887,-1.2953588097683724,Average flight,0.83
PK2026_0084,2026-02-28,February,Saturday,Lahore,Dubai,International,ATR 72,0.0838134331293563,-1.2543372531278318,-1.1848204793949098,-1.4764776422524086,1.5943131462229283,-0.6553713071287507,-1.0292965157034764,Moderate,Delayed,Fog,1.3179256356591798,1.3179256356591795,0.2587185625508746,Poor service,0.15
PK2026_0085,2026-09-20,September,Sunday,Jeddah,Dubai,International,ATR 72,-0.7825175187684282,-1.2543372531278318,-1.1848204793949098,-1.2789596059311754,-0.1921429942596805,-0.9869168033019332,-1.4623881964286545,Minor,Delayed,Rain,1.264247902684253,1.2642479026842526,0.8238376070306006,Very smooth journey,0.38
PK2026_0086,2026-04-29,April,Wednesday,Dubai,Karachi,International,Airbus A320,-1.4608709999714105,-0.6314973637947806,-0.0954442158200265,-1.6435016659486092,-0.340095046577165,-0.601683001738687,-1.5923157006462076,Minor,On Time,Fog,-1.044926879333275,-1.0449268793332755,0.1174388014309429,Poor service,0.04
