City,Country,ISO_Country_Code,Region,Month,Item,Quantity,Unit,Price_Local,Currency_Local,Price_USD,Exchange_Rate,YoY_Inflation_Estimate_Pct,FAO_Index_Value,FAO_Index_Date,FAO_YoY_Change_Pct,USDA_All_Food_Forecast_Pct,USDA_Food_At_Home_Pct,Data_Collection_Date,Population_Estimate,Breakfast_Basket_USD,Relative_Item_Price_Pct,z_score_price_usd,scaled_Population_Estimate,scaled_Exchange_Rate,scaled_YoY_Inflation_Estimate_Pct,Continent_Africa,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,Item_Category_Bakery,Item_Category_Dairy,Item_Category_Dairy & Eggs,Item_Category_Fruits,Item_Category_Grains,Item_Category_Meat,Item_Category_Vegetables
New York,United States,USA,North America,2025-11-01,White Rice (1 kg),1.0,kg,5.3,USD,5.3,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,32.31707317073171,1.0521296749854525,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,1,0,0
New York,United States,USA,North America,2025-12-01,White Rice (1 kg),1.0,kg,5.61,USD,5.61,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,32.96122209165688,1.1995157727128904,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,1,0,0
New York,United States,USA,North America,2026-01-01,White Rice (1 kg),1.0,kg,5.6,USD,5.6,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,33.33333333333333,1.1947613824636178,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,1,0,0
New York,United States,USA,North America,2026-02-01,White Rice (1 kg),1.0,kg,5.47,USD,5.47,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,32.52080856123662,1.1329543092230796,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,1,0,0
New York,United States,USA,North America,2026-03-01,White Rice (1 kg),1.0,kg,5.56,USD,5.56,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,32.879952690715555,1.1757438214665292,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,1,0,0
New York,United States,USA,North America,2025-10-01,"Eggs (Regular, 12)",12.0,pieces,5.24,USD,5.24,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,32.385661310259586,1.517235314947643,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,1,0,0,0,0
New York,United States,USA,North America,2025-11-01,"Eggs (Regular, 12)",12.0,pieces,5.36,USD,5.36,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,32.6829268292683,1.6039265804224248,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,1,0,0,0,0
New York,United States,USA,North America,2025-12-01,"Eggs (Regular, 12)",12.0,pieces,5.54,USD,5.54,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,32.54994124559342,1.7339634786345972,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,1,0,0,0,0
New York,United States,USA,North America,2026-01-01,"Eggs (Regular, 12)",12.0,pieces,5.28,USD,5.28,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,31.428571428571427,1.546132403439237,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,1,0,0,0,0
New York,United States,USA,North America,2026-02-01,"Eggs (Regular, 12)",12.0,pieces,5.55,USD,5.55,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,32.996432818073714,1.7411877507574955,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,1,0,0,0,0
New York,United States,USA,North America,2026-03-01,"Eggs (Regular, 12)",12.0,pieces,5.47,USD,5.47,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,32.34772324068598,1.6833935737743078,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,1,0,0,0,0
New York,United States,USA,North America,2025-10-01,Local Cheese (1 kg),1.0,kg,15.64,USD,15.64,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,96.66254635352287,0.9647713345546985,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,1,0,0,0,0,0
New York,United States,USA,North America,2025-11-01,Local Cheese (1 kg),1.0,kg,15.55,USD,15.55,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,94.81707317073173,0.9435376048305927,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,1,0,0,0,0,0
New York,United States,USA,North America,2025-12-01,Local Cheese (1 kg),1.0,kg,15.86,USD,15.86,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,93.18448883666275,1.0166760072136238,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,1,0,0,0,0,0
New York,United States,USA,North America,2026-01-01,Local Cheese (1 kg),1.0,kg,16.44,USD,16.44,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,97.85714285714286,1.1535155987689736,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,1,0,0,0,0,0
New York,United States,USA,North America,2026-02-01,Local Cheese (1 kg),1.0,kg,16.18,USD,16.18,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,96.19500594530321,1.0921737128993338,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,1,0,0,0,0,0
New York,United States,USA,North America,2026-03-01,Local Cheese (1 kg),1.0,kg,16.25,USD,16.25,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,96.0969840331165,1.108688836018083,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,1,0,0,0,0,0
New York,United States,USA,North America,2025-10-01,Chicken Fillets (1 kg),1.0,kg,15.01,USD,15.01,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,92.76885043263287,1.5598023364348979,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2025-11-01,Chicken Fillets (1 kg),1.0,kg,14.98,USD,14.98,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,91.34146341463416,1.5527463264589354,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2025-12-01,Chicken Fillets (1 kg),1.0,kg,15.27,USD,15.27,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,89.71797884841362,1.6209544228932393,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2026-01-01,Chicken Fillets (1 kg),1.0,kg,15.46,USD,15.46,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,92.02380952380953,1.6656424860743353,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2026-02-01,Chicken Fillets (1 kg),1.0,kg,15.45,USD,15.45,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,91.85493460166468,1.663290482749014,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2026-03-01,Chicken Fillets (1 kg),1.0,kg,15.34,USD,15.34,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,90.71555292726198,1.637418446170485,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2025-10-01,Beef Round (1 kg),1.0,kg,19.06,USD,19.06,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,117.79975278121138,0.2414271141699131,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2025-11-01,Beef Round (1 kg),1.0,kg,19.04,USD,19.04,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,116.09756097560977,0.23902107680362736,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2025-12-01,Beef Round (1 kg),1.0,kg,18.67,USD,18.67,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,109.69447708578144,0.19450938552734007,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2026-01-01,Beef Round (1 kg),1.0,kg,19.2,USD,19.2,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,114.28571428571428,0.2582693757339139,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2026-02-01,Beef Round (1 kg),1.0,kg,19.81,USD,19.81,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,117.77645659928655,0.3316535154056312,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2026-03-01,Beef Round (1 kg),1.0,kg,19.21,USD,19.21,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,113.60141927853343,0.259472394417057,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,United States,USA,North America,2025-10-01,Apples (1 kg),1.0,kg,5.97,USD,5.97,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,36.89740420271941,2.446043159948059,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-11-01,Apples (1 kg),1.0,kg,6.43,USD,6.43,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,39.207317073170735,2.8139740316362998,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-12-01,Apples (1 kg),1.0,kg,6.64,USD,6.64,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,39.01292596944771,2.981942473059192,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-01-01,Apples (1 kg),1.0,kg,6.38,USD,6.38,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,37.976190476190474,2.77398154558323,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-02-01,Apples (1 kg),1.0,kg,6.65,USD,6.65,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,39.53626634958383,2.9899409702698065,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-03-01,Apples (1 kg),1.0,kg,6.52,USD,6.52,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,38.55706682436428,2.885960506531825,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-10-01,Bananas (1 kg),1.0,kg,1.95,USD,1.95,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,12.051915945611867,-0.16538318410585717,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-11-01,Bananas (1 kg),1.0,kg,2.11,USD,2.11,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,12.865853658536587,0.0016544023246186405,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-12-01,Bananas (1 kg),1.0,kg,2.12,USD,2.12,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,12.45593419506463,0.012094251476523626,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-01-01,Bananas (1 kg),1.0,kg,2.07,USD,2.07,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,12.32142857142857,-0.04010499428300037,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-02-01,Bananas (1 kg),1.0,kg,2.16,USD,2.16,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,12.841854934601665,0.05385364808414264,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-03-01,Bananas (1 kg),1.0,kg,2.12,USD,2.12,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,12.536960378474276,0.012094251476523626,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-10-01,Oranges (1 kg),1.0,kg,5.3,USD,5.3,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,32.756489493201485,2.513126868774732,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-11-01,Oranges (1 kg),1.0,kg,5.48,USD,5.48,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,33.41463414634147,2.670557239627642,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-12-01,Oranges (1 kg),1.0,kg,5.59,USD,5.59,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,32.84371327849589,2.7667646884821973,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-01-01,Oranges (1 kg),1.0,kg,5.59,USD,5.59,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,33.273809523809526,2.7667646884821973,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-02-01,Oranges (1 kg),1.0,kg,5.39,USD,5.39,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,32.04518430439952,2.5918420542011864,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2026-03-01,Oranges (1 kg),1.0,kg,5.55,USD,5.55,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,32.820816085156714,2.731780161625995,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,1,0,0,0
New York,United States,USA,North America,2025-10-01,Tomatoes (1 kg),1.0,kg,4.66,USD,4.66,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,28.800988875154516,0.44557243495487386,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-11-01,Tomatoes (1 kg),1.0,kg,5.14,USD,5.14,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,31.341463414634145,0.6555545033666182,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-12-01,Tomatoes (1 kg),1.0,kg,5.29,USD,5.29,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,31.08108108108108,0.7211738997452887,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-01-01,Tomatoes (1 kg),1.0,kg,4.91,USD,4.91,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,29.226190476190478,0.5549380955859908,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-02-01,Tomatoes (1 kg),1.0,kg,4.92,USD,4.92,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,29.25089179548157,0.5593127220112355,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-03-01,Tomatoes (1 kg),1.0,kg,5.04,USD,5.04,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,29.804849201655827,0.6118082391141717,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-10-01,Potatoes (1 kg),1.0,kg,3.23,USD,3.23,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,19.962917181705812,1.9192223923144283,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-11-01,Potatoes (1 kg),1.0,kg,3.64,USD,3.64,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,22.195121951219516,2.4073885598354523,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-12-01,Potatoes (1 kg),1.0,kg,3.81,USD,3.81,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,22.38542890716804,2.6097989219783155,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-01-01,Potatoes (1 kg),1.0,kg,3.65,USD,3.65,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,21.726190476190474,2.4192950517262086,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-02-01,Potatoes (1 kg),1.0,kg,3.49,USD,3.49,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,20.749108204518432,2.228791181474102,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-03-01,Potatoes (1 kg),1.0,kg,3.61,USD,3.61,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,21.34831460674157,2.3716690841631816,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-10-01,Onions (1 kg),1.0,kg,2.65,USD,2.65,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,16.378244746600743,0.45803379886216433,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-11-01,Onions (1 kg),1.0,kg,2.99,USD,2.99,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,18.231707317073173,0.7026697314361281,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-12-01,Onions (1 kg),1.0,kg,3.06,USD,3.06,1.0,4.3,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,8336817,17.02,17.978848413631024,0.7530359528484146,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-01-01,Onions (1 kg),1.0,kg,2.93,USD,2.93,1.0,4.3,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,8336817,16.8,17.44047619047619,0.659498684511311,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-02-01,Onions (1 kg),1.0,kg,2.88,USD,2.88,1.0,4.3,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,8336817,16.82,17.122473246135552,0.6235228120739632,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2026-03-01,Onions (1 kg),1.0,kg,2.91,USD,2.91,1.0,4.3,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,8336817,16.91,17.20875221762271,0.6451083355363719,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-10-01,Lettuce (1 Head),1.0,head,2.5,USD,2.5,1.0,4.3,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,8336817,16.18,15.451174289245984,1.5228845300764533,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
New York,United States,USA,North America,2025-11-01,Lettuce (1 Head),1.0,head,2.93,USD,2.93,1.0,4.3,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,8336817,16.4,17.865853658536587,2.142799607784364,0.7540312158054041,0.858912930530695,-0.49341674686358766,0,0,0,1,0,0,0,0,0,0,0,0,1
