Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback
PK2026_0021,2026-05-18,May,Monday,Karachi,Jeddah,International,Boeing 737,0.6150541111798846,-0.6065837682214585,-0.2935126273790962,-1.1673792415532156,0.43340866553880675,-0.25280412441875677,0.03899629675196293,Severe,Delayed,Clear,-1.560831829068063,-1.5608318290680634,0.965117368150533,Good experience
PK2026_0022,2026-12-18,December,Friday,Kuala Lumpur,London,International,Airbus A320,-0.02243470248074927,-0.36990461027489907,-0.09544421582002657,-0.8880818077375768,-0.3349037464958498,-0.43247448743027816,0.08230546482448074,Severe,Delayed,Clear,1.5055912482522897,1.5055912482522893,-0.5889600041687147,Very smooth journey
PK2026_0023,2026-09-23,September,Wednesday,Lahore,Karachi,Domestic,Boeing 777,-0.43108137790423257,1.7851214068174583,1.5881372824320654,0.4238537808802984,1.487242582045802,2.570251445213423,0.4432151987621291,Severe,Delayed,Storm,-0.9776232602954823,-0.9776232602954826,0.11743880143094294,Poor service
PK2026_0024,2026-11-11,November,Wednesday,Doha,Kuala Lumpur,International,Airbus A320,-0.24310390720943026,0.36504645913810146,-0.09544421582002657,1.3837221328273448,-0.37383849710571415,0.006102854054406253,-1.1303512412060177,Moderate,Delayed,Rain,-0.3758132925188981,-0.3758132925188984,-0.023840959688988098,Poor service
PK2026_0025,2026-07-30,July,Thursday,Islamabad,London,International,Airbus A320,-1.5507732685645768,-0.021114272248390353,-0.09544421582002657,0.18960432026073085,-0.8747989549526355,-0.5584446565873007,1.3382713389274972,Severe,Delayed,Fog,1.5700561410269855,1.570056141026985,-0.023840959688988098,Average flight
PK2026_0026,2026-10-03,October,Saturday,Dubai,Doha,International,Boeing 737,-1.5507732685645768,-0.2827070257682719,-0.2935126273790962,-0.04117991165144686,-0.7320382027164662,-0.5950730155126297,1.5115080112175683,Severe,Delayed,Storm,-1.1334951387419048,-1.133495138741905,-0.44768024304878307,Excellent service
PK2026_0027,2026-01-04,January,Sunday,Dubai,Karachi,International,ATR 72,1.5716959783462587,-1.216966859767849,-1.1848204793949098,-0.7834319007743967,-1.526307115157699,-1.1123579357915825,-1.4046426389986306,Minor,Delayed,Clear,-0.31841940879955316,-0.3184194087995535,0.965117368150533,Poor service
PK2026_0028,2026-08-03,August,Monday,Jeddah,Islamabad,International,Boeing 777,-1.1911641941919116,2.1588253404172892,1.5881372824320654,1.216005063389666,0.9810908241175653,2.570251445213423,-0.653950392408322,Moderate,Delayed,Storm,0.9481686365895873,0.9481686365895869,1.6715161737501907,Delayed but comfortable
PK2026_0029,2026-09-24,September,Thursday,Doha,Kuala Lumpur,International,ATR 72,-1.1502995266495633,-1.0425716907545945,-1.1848204793949098,0.6026595821816262,-0.2206951447069144,-0.8310946999477341,0.9340524369173309,Severe,Delayed,Storm,1.5526624910149178,1.5526624910149176,-0.023840959688988098,Poor service
PK2026_0030,2026-01-02,January,Friday,Dubai,Kuala Lumpur,International,Airbus A320,-0.8152092528023068,0.4024168524980845,-0.09544421582002657,1.4987677259126946,-0.3452863466584803,0.052313315314631466,-0.62507761369331,Moderate,Delayed,Rain,1.042517574933978,1.0425175749339777,1.5302364126302583,Very smooth journey
PK2026_0031,2026-08-23,August,Sunday,Jeddah,Islamabad,International,Boeing 777,1.2852346588743973,2.1588253404172892,1.5881372824320654,1.4987677259126946,0.4515782158234101,2.570251445213423,0.6308882604097062,Severe,Delayed,Clear,0.9079103368583921,0.9079103368583917,-0.44768024304878307,Average flight
PK2026_0032,2026-09-03,September,Thursday,London,Jeddah,International,Airbus A320,-0.4147355108872932,0.21556488569816915,-0.09544421582002657,0.9214606232615111,0.9395604234670434,0.8752922658520872,-1.5923157006462076,Minor,On Time,Fog,0.3746427050344068,0.3746427050344065,0.11743880143094294,Very smooth journey
PK2026_0033,2026-04-05,April,Sunday,Dubai,Karachi,International,ATR 72,1.1299489222134735,-1.1173124774745606,-1.1848204793949098,0.008026335993491519,0.2075871120015935,-0.777988929315003,1.1072891092074022,Severe,Delayed,Clear,1.140789116841921,1.1407891168419209,-0.16512072080891976,Excellent service
PK2026_0034,2026-02-21,February,Saturday,London,Islamabad,International,Airbus A320,1.5716959783462587,0.2529352790581522,-0.09544421582002657,1.0371992620883392,-1.5965194487574879,-1.019217761172793,1.583689958005098,Severe,Delayed,Fog,0.20865463845040208,0.20865463845040177,-0.023840959688988098,Delayed but comfortable
PK2026_0035,2026-01-11,January,Sunday,Karachi,Lahore,Domestic,Boeing 777,-0.8397280533277158,2.059170958124001,1.5881372824320654,0.859779552269968,1.5943131462229283,2.570251445213423,1.15059827727992,Severe,Delayed,Rain,-0.16832820928889222,-0.1683282092888925,0.5412780847907374,Good experience
PK2026_0036,2026-11-11,November,Wednesday,Karachi,Kuala Lumpur,International,Boeing 737,1.5716959783462587,0.16573769455152504,-0.2935126273790962,1.4987677259126946,1.134234176516365,0.9592248247656942,-0.2641678797556617,Moderate,Delayed,Rain,0.352552253387033,0.3525522533870327,0.8238376070306006,Good experience
PK2026_0037,2026-05-23,May,Saturday,Dubai,Lahore,International,Boeing 777,0.49246010855283967,1.7851214068174583,1.5881372824320654,0.4238537808802984,-1.0409205575547233,0.018633295569270514,-0.6972595604808397,Moderate,Delayed,Storm,-0.3287420497562699,-0.3287420497562702,-1.577918332008235,Poor service
PK2026_0038,2026-08-31,August,Monday,Lahore,Islamabad,Domestic,Boeing 777,0.2963097043495677,1.149824719697746,1.5881372824320654,-0.5859138644531638,-1.2563595109293062,-0.45395694266496484,0.2699785264720579,Severe,Delayed,Storm,1.148221418330757,1.1482214183307569,-1.2953588097683724,Good experience
PK2026_0039,2026-05-27,May,Wednesday,Kuala Lumpur,London,International,Boeing 737,-0.0632993700230976,-0.5442997792881534,-0.2935126273790962,-0.9504559244705978,1.5313686327369815,0.30241094164119636,-0.09093120746559048,Moderate,Delayed,Rain,0.3977654207774522,0.3977654207774519,-1.2953588097683724,Very smooth journey
PK2026_0040,2026-02-03,February,Tuesday,Kuala Lumpur,London,International,Boeing 777,-0.006088835463809938,2.096541351483984,1.5881372824320654,0.919381486037077,1.5943131462229283,2.570251445213423,-0.7694415072683695,Moderate,Delayed,Fog,0.6841154809167738,0.6841154809167734,-0.30640048192885144,Good experience
PK2026_0041,2026-12-24,December,Thursday,London,Doha,International,Boeing 777,-1.1748183271749721,2.1588253404172892,1.5881372824320654,1.335208930923884,-1.5965194487574879,-0.7983657573572016,-0.3796589946157092,Moderate,Delayed,Clear,0.6746186512365944,0.6746186512365941,0.6825578459106696,Excellent service
PK2026_0042,2026-11-16,November,Monday,Dubai,Kuala Lumpur,International,ATR 72,-1.1993371277003813,-0.9802877018212893,-1.1848204793949098,1.0974942415969264,-0.005256191332331629,-0.725560801155087,0.3999060306896113,Severe,Delayed,Fog,-0.6989119544641311,-0.6989119544641315,0.3999983236708063,Excellent service
PK2026_0043,2026-03-22,March,Sunday,Jeddah,Islamabad,International,Boeing 737,1.5716959783462587,-0.5816701726481365,-0.2935126273790962,-1.080748523868464,-0.09869959279600608,-0.4638243681463095,1.4826352325025565,Severe,Delayed,Storm,-0.021333802065246245,-0.021333802065246547,0.11743880143094294,Good experience
PK2026_0044,2026-01-01,January,Thursday,Dubai,Kuala Lumpur,International,ATR 72,0.5660165101290666,-1.216966859767849,-1.1848204793949098,-0.7834319007743967,-1.201850860075496,-1.1123579357915825,-1.0004237369884643,Moderate,Delayed,Rain,0.8581552074470176,0.8581552074470172,0.5412780847907374,Very smooth journey
PK2026_0045,2026-03-26,March,Thursday,Doha,Dubai,International,Airbus A320,-0.29214150826024826,0.06608331225823683,-0.09544421582002657,0.45919911369567734,0.8305431217594231,0.6359061459817772,-1.520133753858678,Minor,On Time,Storm,-0.019888632331305906,-0.019888632331306208,0.3999983236708063,Delayed but comfortable
PK2026_0046,2026-01-22,January,Thursday,Karachi,Islamabad,Domestic,Boeing 777,0.8602421164339746,0.651552808231305,1.5881372824320654,-1.378065146962531,1.2224862778987244,1.610653233500976,-1.318024302853595,Minor,Delayed,Rain,1.5700561410269855,1.570056141026985,-1.577918332008235,Average flight
PK2026_0047,2026-05-02,May,Saturday,Doha,Lahore,International,Airbus A320,1.1299489222134735,-0.4446453969948652,-0.09544421582002657,-1.119559085391233,0.1426958609851529,-0.24613469587052259,-0.7405687285533575,Moderate,Delayed,Fog,1.1378987773740403,1.13789877737404,-1.0127992875285092,Excellent service
PK2026_0048,2026-07-05,July,Sunday,Islamabad,London,International,Boeing 777,1.3097534593998064,1.8349485979641025,1.5881372824320654,0.5035540411502701,-0.41536889775623614,0.8683969564795813,-1.54900653257369,Minor,On Time,Clear,1.5394495105903205,1.53944951059032,-1.2953588097683724,Poor service
PK2026_0049,2026-05-25,May,Monday,Karachi,Doha,International,Boeing 777,-0.3983896438703539,1.598269440017543,1.5881372824320654,0.1272302035277104,1.3055470791997683,2.570251445213423,-0.4518409414032389,Moderate,Delayed,Storm,-1.532155532490304,-1.5321555324903045,-0.44768024304878307,Poor service
PK2026_0050,2026-08-23,August,Sunday,Lahore,Jeddah,International,Boeing 777,0.7621669143323386,1.137367921911085,1.5881372824320654,-0.6053191452145482,0.04925245952147847,0.9416061204724978,-0.10536759682309642,Moderate,Delayed,Storm,0.9442460330260349,0.9442460330260346,-0.30640048192885144,Poor service
PK2026_0051,2026-05-24,May,Sunday,Doha,Kuala Lumpur,International,ATR 72,0.9828361190610196,-1.0425716907545945,-1.1848204793949098,0.6026595821816262,0.6696128192386505,-0.5905078451694533,-0.49515010947575666,Moderate,Delayed,Fog,-1.5530072672228719,-1.553007267222872,-0.023840959688988098,Excellent service
PK2026_0052,2026-11-10,November,Tuesday,Dubai,London,International,Boeing 737,-0.4229084443957629,-0.5442997792881534,-0.2935126273790962,-0.9504559244705978,1.5943131462229283,0.43187631934221327,-0.09093120746559048,Moderate,Delayed,Storm,0.8238840394707181,0.8238840394707178,-0.5889600041687147,Excellent service
PK2026_0053,2026-05-03,May,Sunday,Islamabad,Lahore,Domestic,ATR 72,1.3260993264167455,-1.0923988819012387,-1.1848204793949098,0.20623741805620277,0.480130366270644,-0.6884569036523438,-0.047622039393072677,Moderate,Delayed,Storm,-1.3141413554844472,-1.3141413554844474,-1.0127992875285092,Very smooth journey
PK2026_0054,2026-03-14,March,Saturday,London,Doha,International,Boeing 777,0.6640917122307026,1.4363310687909496,1.5881372824320654,-0.13058281230211077,-0.21031254454428389,0.8679927486887792,-0.7116959498383457,Moderate,Delayed,Clear,-0.4990656255420956,-0.49906562554209594,-1.4366385708883036,Excellent service
PK2026_0055,2026-04-14,April,Tuesday,Dubai,Jeddah,International,Airbus A320,1.5716959783462587,-0.34499101470157706,-0.09544421582002657,-0.8111537304335176,0.2828609631806646,-0.0911804504201044,1.0495435517773783,Severe,Delayed,Fog,0.5071854149186493,0.5071854149186491,-1.577918332008235,Delayed but comfortable
PK2026_0056,2026-10-10,October,Saturday,Dubai,Lahore,International,Boeing 737,1.2688887918574578,-0.5816701726481365,-0.2935126273790962,-1.080748523868464,0.4463869157420949,-0.224152925129551,0.09674185418198668,Severe,Delayed,Storm,1.387293782888316,1.3872937828883158,-0.16512072080891976,Delayed but comfortable
PK2026_0057,2026-02-27,February,Friday,Karachi,Jeddah,International,Boeing 777,-1.2156829947173204,1.7352942156708144,1.5881372824320654,0.34484656635180505,1.5806859835094764,2.570251445213423,0.4865243668346469,Severe,Delayed,Fog,0.8255356620237927,0.8255356620237924,1.6715161737501907,Poor service
PK2026_0058,2026-12-12,December,Saturday,Jeddah,Kuala Lumpur,International,ATR 72,1.5716959783462587,-1.0923988819012387,-1.1848204793949098,0.20623741805620277,-0.6905078020659443,-0.9833502639713267,-1.5923157006462076,Minor,On Time,Rain,0.8181033605349567,0.8181033605349564,0.3999983236708063,Good experience
PK2026_0059,2026-06-01,June,Monday,Kuala Lumpur,Lahore,International,Boeing 737,-0.14502870510779425,-0.6688677571547638,-0.2935126273790962,-1.3843025586358333,-1.5965194487574879,-1.1123579357915825,1.15059827727992,Severe,Delayed,Clear,-0.7629123283957747,-0.762912328395775,0.6825578459106696,Poor service
PK2026_0060,2026-03-02,March,Monday,Lahore,Doha,International,Boeing 737,-0.9950137899886395,-0.5816701726481365,-0.2935126273790962,-1.080748523868464,-1.4692028142632314,-1.066426853445588,0.34216047325958754,Severe,Delayed,Fog,-0.30438061709841846,-0.30438061709841874,0.5412780847907374,Average flight
PK2026_0061,2026-09-20,September,Sunday,London,Islamabad,International,ATR 72,1.5712873316708356,-1.0425716907545945,-1.1848204793949098,0.6026595821816262,1.0745342255812398,-0.4810864185064451,-1.4768245857861602,Minor,Delayed,Storm,-1.0967465369359932,-1.0967465369359934,-0.16512072080891976,Poor service
PK2026_0062,2026-02-05,February,Thursday,Kuala Lumpur,Lahore,International,Boeing 777,1.342445193433685,0.4397872458580676,1.5881372824320654,-1.6435016659486092,0.2776696630993493,0.583906002541534,-1.5923157006462076,Minor,On Time,Fog,1.381100198314286,1.3811001983142859,0.11743880143094294,Average flight
PK2026_0063,2026-02-17,February,Tuesday,Islamabad,London,International,Boeing 737,0.582362377146006,0.14082409897820297,-0.2935126273790962,1.4315422889893274,-1.5965194487574879,-1.0071509697709076,1.583689958005098,Severe,Delayed,Clear,0.8971747902634067,0.8971747902634064,-1.0127992875285092,Delayed but comfortable
PK2026_0064,2026-12-04,December,Friday,Doha,Islamabad,International,ATR 72,-1.493562734005289,-1.0550284885412555,-1.1848204793949098,0.5035540411502701,-1.5965194487574879,-1.1123579357915825,1.554817179290086,Severe,Delayed,Rain,-1.560831829068063,-1.5608318290680634,1.247676890390395,Average flight
PK2026_0065,2026-04-27,April,Monday,Karachi,Dubai,International,Airbus A320,0.9419714515186713,-0.30762062134159396,-0.09544421582002657,-0.6954150916066896,0.26728706293671883,-0.06724897151173462,0.9773616049898487,Severe,Delayed,Fog,0.4002428546070642,0.40024285460706394,0.6825578459106696,Very smooth journey
PK2026_0066,2026-09-22,September,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,-1.2565476622596687,0.4896144370047117,1.5881372824320654,-1.6351851170508733,-0.4672818985693886,0.005960192481181992,-1.072605683775994,Moderate,Delayed,Clear,1.3047126552345825,1.3047126552345822,-0.7302397652886458,Good experience
PK2026_0067,2026-08-21,August,Friday,Doha,Islamabad,International,Boeing 777,-1.3137581968189564,0.45224404364472864,1.5881372824320654,-1.6435016659486092,-0.464686248528731,-0.013952985448037775,-0.9571145689159466,Moderate,Delayed,Rain,0.7896128714944186,0.7896128714944183,-0.7302397652886458,Average flight
PK2026_0068,2026-02-26,February,Thursday,Lahore,Doha,International,Boeing 777,-1.5344274015476373,1.0252567418311358,1.5881372824320654,-0.7834319007743967,0.417834765294861,1.2340266801889268,0.14005102225450447,Severe,Delayed,Clear,0.634773257143668,0.6347732571436676,0.11743880143094294,Poor service
PK2026_0069,2026-06-21,June,Sunday,London,Dubai,International,Boeing 777,-1.5507732685645768,1.6854670245241703,1.5881372824320654,0.2658393518233127,0.08040026000936995,1.408632557350987,0.9917979943473546,Severe,Delayed,Clear,0.06516992915203978,0.0651699291520395,0.6825578459106696,Average flight
PK2026_0070,2026-02-03,February,Tuesday,London,Jeddah,International,Boeing 737,-1.3137581968189564,-0.7436085438747299,-0.2935126273790962,-1.6435016659486092,-0.14801694356850092,-0.6000305051821727,-1.0148601263459702,Moderate,Delayed,Storm,1.5700561410269855,1.570056141026985,0.965117368150533,Good experience
PK2026_0071,2026-03-03,March,Tuesday,Karachi,Dubai,International,Boeing 777,1.3669639939590938,2.1588253404172892,1.5881372824320654,1.1765014561254188,-1.0980248584491912,0.11324169554582628,-0.9859873476309584,Moderate,Delayed,Clear,-0.7292605188768783,-0.7292605188768786,-0.44768024304878307,Good experience
PK2026_0072,2026-01-09,January,Friday,Lahore,Dubai,International,Airbus A320,1.5716959783462587,0.2903056724181353,-0.09544421582002657,1.1522448551736888,-1.1213857088151098,-0.608911188115383,-1.5923157006462076,Minor,On Time,Clear,0.04989242053609906,0.049892420536098755,0.8238376070306006,Good experience
PK2026_0073,2026-07-27,July,Monday,Jeddah,Kuala Lumpur,International,Boeing 777,1.195332390281231,0.9878863484711528,1.5881372824320654,-0.8430338345415062,0.012913358952271737,0.788102267683193,-1.4768245857861602,Minor,Delayed,Storm,1.5700561410269855,1.570056141026985,1.5302364126302583,Excellent service
PK2026_0074,2026-04-02,April,Thursday,Kuala Lumpur,Doha,International,ATR 72,-0.07964523704003693,-0.9553741062479673,-1.1848204793949098,1.2957053236596376,1.1186602762724194,-0.36688582914042417,0.5731427029796825,Severe,Delayed,Clear,1.5700561410269855,1.570056141026985,-0.5889600041687147,Excellent service
PK2026_0075,2026-03-03,March,Tuesday,Karachi,Lahore,Domestic,Airbus A320,1.3669639939590938,-0.5318429815014925,-0.09544421582002657,-1.388460833084701,1.5495381830215849,0.3272340553822178,-1.0004237369884643,Moderate,Delayed,Clear,-0.15759266269390684,-0.15759266269390712,-0.16512072080891976,Poor service
PK2026_0076,2026-08-08,August,Saturday,Jeddah,Doha,International,Boeing 777,-0.6762693831583225,1.3865038776443055,1.5881372824320654,-0.20959002683060413,0.4697477661080135,1.625050163932191,0.18336019032702228,Severe,Delayed,Fog,-1.1789147589514581,-1.1789147589514586,0.8238376070306006,Poor service
PK2026_0077,2026-10-03,October,Saturday,Jeddah,Lahore,International,Boeing 777,0.23909916979028004,1.7103806200974923,1.5881372824320654,0.3053429590875589,-1.0668770579612996,-0.042972727134739534,-0.7694415072683695,Moderate,Delayed,Storm,0.190073884728312,0.1900738847283117,0.3999983236708063,Very smooth journey
PK2026_0078,2026-04-27,April,Monday,Jeddah,Islamabad,International,Boeing 777,0.288136770841098,1.1622815174844072,1.5881372824320654,-0.565815537950301,-0.3426906966178227,0.5373745527415543,-1.072605683775994,Moderate,Delayed,Rain,1.5700561410269855,1.570056141026985,-0.5889600041687147,Average flight
PK2026_0079,2026-10-03,October,Saturday,Lahore,Doha,International,Airbus A320,-1.2075100612088507,-0.4695589925681873,-0.09544421582002657,-1.1964871626952922,-0.5321731495858292,-0.5909714952824322,0.7319429859122478,Severe,Delayed,Storm,-0.9171325842891224,-0.9171325842891227,-0.023840959688988098,Delayed but comfortable
PK2026_0080,2026-09-23,September,Wednesday,Jeddah,Dubai,International,Boeing 777,-1.297412329802017,1.2494791019910343,1.5881372824320654,-0.42720638965469876,-0.7424208028790967,0.14790845783932172,0.9484888262748369,Severe,Delayed,Rain,-0.40740057384645123,-0.4074005738464515,1.247676890390395,Average flight
PK2026_0081,2026-01-22,January,Thursday,London,Doha,International,Boeing 737,-1.297412329802017,-0.17059584568832267,-0.2935126273790962,0.3483117950591959,1.0719385755405821,0.5259972922769195,-1.0870420731335,Moderate,Delayed,Rain,1.516326794847275,1.5163267948472747,0.2587185625508746,Good experience
PK2026_0082,2026-06-24,June,Wednesday,Jeddah,Kuala Lumpur,International,Boeing 737,0.3208285048749767,0.06608331225823683,-0.2935126273790962,1.1716501359350733,-1.5965194487574879,-1.014498040791957,0.905179658202319,Severe,Delayed,Storm,0.18037060222899828,0.18037060222899798,1.106397129270464,Excellent service
PK2026_0083,2026-03-17,March,Tuesday,Jeddah,Doha,International,Airbus A320,0.05112169909547772,0.4273304480714066,-0.09544421582002657,1.4987677259126946,-0.1116778429992942,0.2575082114688602,0.7463793752697537,Severe,Delayed,Rain,0.27471954057338904,0.2747195405733887,-1.2953588097683724,Average flight
PK2026_0084,2026-02-28,February,Saturday,Lahore,Dubai,International,ATR 72,0.08381343312935638,-1.2543372531278318,-1.1848204793949098,-1.4764776422524086,1.5943131462229283,-0.6553713071287507,-1.0292965157034764,Moderate,Delayed,Fog,1.3179256356591798,1.3179256356591795,0.2587185625508746,Poor service
PK2026_0085,2026-09-20,September,Sunday,Jeddah,Dubai,International,ATR 72,-0.7825175187684282,-1.2543372531278318,-1.1848204793949098,-1.2789596059311754,-0.19214299425968054,-0.9869168033019332,-1.4623881964286543,Minor,Delayed,Rain,1.264247902684253,1.2642479026842526,0.8238376070306006,Very smooth journey
PK2026_0086,2026-04-29,April,Wednesday,Dubai,Karachi,International,Airbus A320,-1.4608709999714105,-0.6314973637947806,-0.09544421582002657,-1.6435016659486092,-0.34009504657716505,-0.601683001738687,-1.5923157006462076,Minor,On Time,Fog,-1.0449268793332753,-1.0449268793332755,0.11743880143094294,Poor service
PK2026_0087,2026-08-16,August,Sunday,Islamabad,Jeddah,International,ATR 72,1.5140767971115479,-1.0923988819012387,-1.1848204793949098,0.20623741805620277,-1.5911983661741396,-1.1123579357915825,-0.884932622128417,Moderate,Delayed,Fog,-1.5600266630734392,-1.5600266630734394,0.8238376070306006,Average flight
PK2026_0088,2026-10-03,October,Saturday,Islamabad,London,International,Boeing 777,1.0563925206372466,2.034257362550679,1.5881372824320654,0.8202759450057219,0.4463869157420949,2.1975272803522796,1.583689958005098,Severe,Delayed,Fog,-1.560831829068063,-1.5608318290680634,-0.5889600041687147,Poor service
